transaction_id,card_id,timestamp,amount,merchant,transaction_type,location,is_fraud
4756,349455657025876,2025-03-20 21:32:42,2695.02,Uber,atm,Ganja,0
4757,180030782213796,2025-01-26 14:28:12,1567.31,AliExpress,atm,Ganja,0
4758,30182680432564,2025-06-07 15:18:26,3465.95,Starbucks,atm,Sumqayit,0
4759,38590480464730,2025-03-21 12:35:55,3656.4,McDonalds,atm,Sumqayit,0
4760,36457942555467,2025-06-02 00:45:23,4275.21,AliExpress,pos,Shirvan,0
4761,3568965960961011,2025-06-04 18:37:11,415.44,Starbucks,online,Baku,0
4762,4560021163455504,2025-06-04 01:31:15,3524.04,Starbucks,online,Baku,0
4763,4689201354693688495,2025-02-20 01:29:47,2791.61,Walmart,atm,Sumqayit,0
4764,6525851801277822,2025-03-02 19:26:47,2913.93,Walmart,atm,Sheki,0
4765,4785871210086143,2025-05-02 00:32:06,4745.03,Amazon,atm,Baku,0
4766,4074206860115266,2025-01-05 18:41:53,3084.96,AliExpress,atm,Shirvan,0
4767,2373043652729687,2025-03-31 20:21:40,880.09,AliExpress,pos,Shirvan,0
4768,6516833719660019,2025-01-02 11:40:58,560.2,Walmart,pos,Sumqayit,0
4769,376097416364703,2025-02-08 00:21:50,4734.65,Walmart,online,Sumqayit,0
4770,2534985540064873,2025-03-27 18:10:40,2421.25,Uber,pos,Shirvan,0
4771,4388642394346129,2025-01-25 00:03:47,425.6,Uber,atm,Sumqayit,0
4772,4137264913411302,2025-06-03 00:14:28,4693.42,Uber,online,Ganja,0
4773,3538997775906185,2025-01-05 06:28:34,4885.99,Amazon,online,Ganja,1
4774,4978474820834383060,2025-05-24 13:52:40,1144.77,Uber,pos,Sheki,0
4775,30546057626091,2025-05-09 05:04:01,233.69,Amazon,pos,Shirvan,0
4776,3574413685238136,2025-04-11 08:44:35,2056.77,Starbucks,online,Shirvan,0
4777,675901092063,2025-01-15 06:52:35,241.15,McDonalds,pos,Sumqayit,0
4778,4351820634182727,2025-05-19 18:40:08,4162.48,Amazon,atm,Shirvan,0
4779,4446470690454920,2025-02-22 04:59:57,480.92,Amazon,online,Ganja,0
4780,6011254932180653,2025-06-02 11:10:59,617.26,McDonalds,atm,Ganja,0
4781,4242035937185146400,2025-04-15 10:42:53,2653.74,Walmart,pos,Ganja,0
4782,30381958305169,2025-01-16 16:57:03,687.75,Uber,pos,Sumqayit,0
4783,630457891749,2025-05-28 21:37:48,2898.43,Starbucks,online,Baku,0
4784,6011643938185585,2025-02-14 15:48:28,1759.37,Uber,online,Ganja,0
4785,36537588114164,2025-04-08 02:42:35,2128.99,McDonalds,atm,Ganja,0
4786,30145176950928,2025-05-27 00:32:42,1658.24,Amazon,atm,Sumqayit,0
4787,4072442927769207,2025-04-26 21:56:46,1563.94,Uber,atm,Ganja,0
4788,4244123407875788,2025-04-29 20:20:08,4674.71,Walmart,pos,Sheki,1
4789,4254123612989355,2025-06-13 12:16:49,111.89,Starbucks,online,Shirvan,0
4790,38324773432604,2025-03-05 01:27:42,2433.27,Amazon,pos,Baku,0
4791,344200676459747,2025-02-10 11:39:23,3760.61,Walmart,atm,Sheki,0
4792,3584301786229344,2025-01-11 08:07:44,2887.42,Amazon,online,Sumqayit,0
4793,30219983304049,2025-04-02 01:32:30,2022.48,Starbucks,atm,Sumqayit,0
4794,4643884073503486,2025-02-03 11:08:17,2063.2,McDonalds,online,Sumqayit,0
4795,6555958101638893,2025-05-16 03:54:30,890.71,Uber,pos,Sheki,0
4796,6011238037663598,2025-03-28 04:09:04,1397.23,Amazon,online,Ganja,0
4797,3521044929434365,2025-04-08 11:08:47,591.93,Amazon,online,Sheki,0
4798,213139545283540,2025-04-11 15:29:21,4454.39,Amazon,online,Shirvan,0
4799,4921303717706622,2025-04-11 03:01:52,4120.37,Uber,online,Shirvan,0
4800,4120363385787253010,2025-03-11 01:29:47,1840.64,Uber,pos,Ganja,0
4801,180078520250745,2025-04-21 00:17:25,3963.85,Uber,atm,Sumqayit,0
4802,4550086995586,2025-01-25 20:31:27,3327.25,Starbucks,pos,Shirvan,0
4803,6011287684679167,2025-06-09 01:32:41,3161.86,Walmart,atm,Baku,0
4804,3510737193678053,2025-04-18 02:14:03,4562.19,AliExpress,atm,Shirvan,0
4805,4851917272407636835,2025-02-04 09:37:34,3375.7,Walmart,pos,Sumqayit,0
4806,180080179480151,2025-05-12 09:20:22,2751.77,Walmart,pos,Sumqayit,0
4807,4035031054796582,2025-05-21 05:11:51,2021.0,Amazon,online,Sumqayit,0
4808,676140163905,2025-05-21 07:23:46,2710.05,Starbucks,online,Sheki,0
4809,3507976439980528,2025-01-08 14:22:04,4364.94,AliExpress,online,Baku,1
4810,4409331899467,2025-04-03 04:02:14,1283.16,Starbucks,atm,Sumqayit,0
4811,180080431291958,2025-01-04 23:52:09,2610.4,Uber,online,Ganja,0
4812,675933902586,2025-03-29 13:57:19,963.9,McDonalds,online,Sumqayit,0
4813,6011308725449731,2025-01-10 18:19:17,3887.45,Uber,pos,Sumqayit,0
4814,4023985296575675732,2025-06-02 17:01:21,3664.13,Walmart,online,Ganja,0
4815,3551916223521463,2025-05-06 17:49:59,4487.34,McDonalds,online,Shirvan,1
4816,4602475438168875927,2025-06-02 17:47:53,1247.15,Amazon,online,Ganja,0
4817,30567372752529,2025-05-20 05:13:56,2170.04,McDonalds,online,Sheki,0
4818,4820210159453757,2025-04-26 22:21:21,4799.17,Walmart,atm,Ganja,0
4819,4628836278439922663,2025-03-27 17:49:40,3031.59,Walmart,atm,Shirvan,0
4820,6585729698803669,2025-03-06 01:26:17,1885.12,Walmart,online,Shirvan,0
4821,3516363849139590,2025-06-11 11:21:38,2308.77,McDonalds,atm,Sheki,0
4822,348104207487555,2025-05-02 16:51:50,4357.27,Uber,atm,Ganja,0
4823,342351421180419,2025-01-29 23:35:08,4371.06,McDonalds,online,Shirvan,0
4824,2635812734955732,2025-04-23 02:08:49,1219.31,Amazon,pos,Sumqayit,0
4825,30324575498710,2025-04-24 05:37:20,2243.61,Walmart,pos,Baku,0
4826,30489903721891,2025-02-24 20:03:07,310.65,Amazon,online,Baku,0
4827,4478748665630678,2025-05-12 04:20:34,329.56,Uber,atm,Shirvan,0
4828,4475371851929359,2025-05-16 14:14:03,4886.32,AliExpress,pos,Sumqayit,0
4829,3598625933852929,2025-03-02 16:30:18,3609.28,Walmart,online,Baku,0
4830,3527998184350315,2025-06-01 10:03:59,1999.87,McDonalds,atm,Ganja,0
4831,346257567603823,2025-06-08 14:56:43,2277.57,McDonalds,atm,Baku,0
4832,3523198967624531,2025-04-17 18:07:48,847.15,McDonalds,atm,Baku,0
4833,4528242352957156,2025-03-24 10:33:03,3675.06,McDonalds,atm,Sumqayit,0
4834,060402604668,2025-04-24 03:27:01,884.22,McDonalds,atm,Sheki,0
4835,675950471200,2025-02-12 18:54:57,1013.81,Walmart,atm,Shirvan,1
4836,4189336308371,2025-02-19 14:01:42,4134.32,McDonalds,pos,Baku,0
4837,3528048070043324,2025-03-20 06:46:53,1737.39,Starbucks,atm,Shirvan,0
4838,378868785299250,2025-02-16 18:55:34,1297.31,AliExpress,online,Sumqayit,0
4839,3530781335598288,2025-03-07 01:36:34,1416.0,Amazon,online,Sumqayit,0
4840,4664512647854861,2025-03-20 08:26:28,3028.1,Starbucks,online,Shirvan,0
4841,38472754429337,2025-01-30 19:31:59,4950.5,Uber,atm,Baku,0
4842,2655550413153543,2025-01-17 13:07:25,4704.75,Amazon,pos,Baku,0
4843,676216604659,2025-06-04 06:39:41,2350.28,Uber,atm,Shirvan,0
4844,4115601549620420613,2025-03-08 01:27:33,1322.73,Uber,online,Baku,0
4845,4979518920579539,2025-03-14 02:33:19,2152.47,Amazon,online,Sumqayit,0
4846,4123902592560107,2025-05-22 18:18:29,2753.97,Uber,online,Baku,0
4847,6556379837013070,2025-02-21 16:05:42,2867.62,Starbucks,online,Shirvan,0
4848,4900098516599675449,2025-05-15 11:22:01,793.11,Walmart,online,Shirvan,0
4849,503820220914,2025-04-14 23:36:45,252.82,AliExpress,online,Baku,0
4850,38137295300970,2025-05-13 06:17:20,248.26,Uber,online,Sumqayit,0
4851,3504913136646469,2025-05-16 16:55:22,2514.24,Walmart,atm,Ganja,0
4852,676249594661,2025-02-12 07:37:58,2133.61,McDonalds,atm,Ganja,0
4853,3572230542850727,2025-01-06 02:03:49,1558.51,Starbucks,online,Sheki,0
4854,213174148433101,2025-06-08 01:54:09,237.26,Starbucks,pos,Sheki,0
4855,4614925631243209,2025-06-04 17:54:13,4871.57,Amazon,atm,Sumqayit,0
4856,346036195567612,2025-04-24 13:38:30,203.87,AliExpress,online,Baku,0
4857,3512786451248503,2025-05-12 09:34:08,2524.91,AliExpress,pos,Sheki,0
4858,6011448670828297,2025-04-01 16:58:19,4903.71,McDonalds,pos,Sheki,0
4859,4715224893410829490,2025-01-08 06:17:34,69.58,McDonalds,atm,Shirvan,0
4860,4451091987564862083,2025-02-19 14:32:29,4713.9,Uber,online,Shirvan,0
4861,3504532227444111,2025-03-14 17:21:58,4307.83,AliExpress,online,Sumqayit,1
4862,347095005808102,2025-03-05 08:21:51,4454.45,Amazon,pos,Sheki,0
4863,30260107417010,2025-05-14 20:27:36,3036.33,AliExpress,atm,Sheki,0
4864,30064055548465,2025-02-08 04:31:21,4126.38,Walmart,pos,Shirvan,0
4865,3566182892588001,2025-01-30 11:02:42,3404.97,McDonalds,online,Sumqayit,0
4866,4926358308142673,2025-04-08 08:07:34,549.08,Uber,online,Baku,0
4867,4828059656512,2025-03-30 09:20:27,4973.08,Walmart,online,Sheki,1
4868,3570171426775659,2025-03-14 10:56:36,992.52,Starbucks,atm,Sumqayit,0
4869,060473365603,2025-06-09 09:18:59,4722.79,AliExpress,pos,Sumqayit,0
4870,5428014396680864,2025-06-13 01:28:33,2713.41,AliExpress,online,Sumqayit,0
4871,4112549484995,2025-03-15 16:16:45,199.95,AliExpress,atm,Sheki,0
4872,502073867942,2025-03-10 11:34:53,2635.54,Amazon,atm,Shirvan,0
4873,343126590238811,2025-03-31 20:32:24,3755.0,Uber,online,Ganja,0
4874,36005475513336,2025-04-19 08:09:41,1136.39,Uber,atm,Shirvan,0
4875,213132664521519,2025-05-26 10:01:29,3615.7,Starbucks,atm,Sheki,0
4876,3589895060293350,2025-04-23 01:51:06,479.07,Amazon,online,Ganja,0
4877,30203020897462,2025-05-12 18:57:57,2674.78,McDonalds,atm,Shirvan,1
4878,371206243048943,2025-04-29 16:25:03,851.35,Walmart,atm,Sheki,0
4879,5381950578828596,2025-03-13 20:20:53,4509.47,AliExpress,pos,Sumqayit,0
4880,4639164459912705911,2025-03-09 14:54:25,4379.06,Amazon,pos,Sumqayit,0
4881,30316064262565,2025-03-21 18:43:55,492.5,Walmart,online,Ganja,0
4882,180061525145227,2025-04-16 12:41:30,3575.05,AliExpress,pos,Sumqayit,1
4883,2573646599183673,2025-04-16 04:31:31,3870.21,Amazon,atm,Shirvan,0
4884,2223379535755842,2025-02-05 03:46:47,2838.24,McDonalds,online,Baku,0
4885,347243494199605,2025-02-14 20:07:48,2746.27,McDonalds,pos,Ganja,0
4886,345046340155156,2025-01-03 08:52:40,1103.66,Amazon,online,Baku,0
4887,4231585404947153635,2025-01-12 00:39:36,1715.83,AliExpress,atm,Shirvan,1
4888,4906860923089,2025-03-16 01:17:54,3684.53,AliExpress,atm,Sumqayit,0
4889,213116708089724,2025-01-24 18:24:54,809.71,AliExpress,pos,Sumqayit,0
4890,630432145849,2025-01-28 20:50:08,3713.3,Amazon,online,Ganja,1
4891,4165377091862123,2025-05-27 01:27:09,950.26,Uber,online,Sumqayit,0
4892,3505659837762860,2025-05-05 05:01:55,2345.89,Amazon,online,Ganja,0
4893,4739606117132,2025-04-29 04:48:49,2360.89,McDonalds,pos,Baku,0
4894,639086642654,2025-05-10 20:50:00,3693.21,Amazon,online,Baku,0
4895,3553033456860655,2025-05-30 20:12:50,884.53,McDonalds,pos,Ganja,0
4896,4273562618371593649,2025-02-04 04:58:01,2857.52,Walmart,online,Baku,0
4897,4571166530187517,2025-02-24 05:00:33,439.87,Uber,pos,Ganja,0
4898,3553567733546132,2025-04-18 01:47:20,4631.21,Walmart,online,Sumqayit,1
4899,374154341331992,2025-04-24 22:36:21,2719.36,Uber,pos,Shirvan,1
4900,3545139639009226,2025-05-12 12:21:45,1948.73,Amazon,online,Sheki,0
4901,3566968518446842,2025-01-23 19:19:04,252.58,AliExpress,pos,Baku,0
4902,3566064639597935,2025-03-05 12:35:45,3823.29,McDonalds,online,Sumqayit,1
4903,630432177834,2025-05-30 21:12:50,3293.53,McDonalds,atm,Sumqayit,0
4904,4255080213959794437,2025-02-19 20:16:46,3581.21,Amazon,online,Baku,0
4905,4348842764820,2025-02-11 17:14:59,1497.61,Starbucks,atm,Baku,0
4906,4024667594632830859,2025-03-20 21:33:12,4566.99,AliExpress,pos,Ganja,0
4907,3511298130460377,2025-01-09 15:26:21,4503.47,Amazon,online,Sheki,0
4908,4644050741333610540,2025-05-17 12:11:25,1024.49,Walmart,pos,Ganja,0
4909,180044277791703,2025-05-07 08:32:39,1720.89,AliExpress,atm,Sheki,0
4910,6524613184699894,2025-02-24 01:18:53,295.32,McDonalds,pos,Baku,0
4911,676351645343,2025-03-13 04:14:48,916.87,AliExpress,atm,Baku,0
4912,6521233431024508,2025-01-07 07:52:12,4178.02,Uber,online,Sumqayit,1
4913,060427578004,2025-06-14 09:34:04,3499.08,Amazon,pos,Shirvan,0
4914,4959049853586,2025-03-02 10:09:30,1352.27,Starbucks,pos,Sumqayit,0
4915,639026699988,2025-03-22 22:14:25,163.17,Starbucks,online,Shirvan,0
4916,3540501717548547,2025-06-13 04:07:18,961.74,Walmart,pos,Sumqayit,0
4917,4136364572051042,2025-04-01 01:29:37,1686.63,Amazon,online,Baku,0
4918,060435331586,2025-06-13 15:43:40,4265.77,McDonalds,atm,Shirvan,1
4919,4570036197016518,2025-05-22 04:42:45,257.53,Amazon,pos,Sumqayit,0
4920,4403359290568240,2025-03-16 15:09:12,3210.58,McDonalds,atm,Baku,0
4921,4161649012882263,2025-01-16 01:51:55,4916.12,Amazon,atm,Shirvan,0
4922,180034677769839,2025-05-08 04:55:22,3568.2,Walmart,online,Shirvan,1
4923,3550342365691603,2025-05-18 02:06:56,1020.69,McDonalds,online,Sheki,0
4924,4979104515356870,2025-05-03 18:37:44,1332.47,McDonalds,pos,Sheki,0
4925,060427155464,2025-02-07 11:56:29,182.74,AliExpress,online,Ganja,0
4926,4270703162400356,2025-01-31 06:39:14,4208.18,Starbucks,pos,Sheki,0
4927,4563647564940,2025-04-09 08:13:21,1199.21,Walmart,atm,Shirvan,0
4928,2691167159682118,2025-04-07 17:05:15,957.72,AliExpress,online,Sumqayit,0
4929,38111967050908,2025-06-13 12:29:01,2523.14,Walmart,pos,Ganja,0
4930,4213966981890996,2025-02-03 06:00:33,72.14,Walmart,online,Ganja,0
4931,377821432312530,2025-01-03 06:29:58,4423.11,Uber,atm,Baku,0
4932,2245985126234890,2025-04-25 21:11:46,1451.98,Starbucks,atm,Baku,0
4933,3548025399910280,2025-03-22 16:09:52,1366.11,AliExpress,pos,Sumqayit,0
4934,30124656648922,2025-01-14 01:13:26,2823.12,AliExpress,pos,Ganja,0
4935,060469345007,2025-06-06 06:17:23,300.41,Walmart,online,Shirvan,0
4936,4587089691937569319,2025-02-13 02:11:50,3380.24,McDonalds,pos,Baku,0
4937,36861849871457,2025-02-23 02:50:05,4334.49,Amazon,atm,Sumqayit,0
4938,2222615138451748,2025-04-22 19:54:05,1834.78,Starbucks,pos,Ganja,0
4939,3539616661789971,2025-01-23 09:44:15,4374.75,Uber,pos,Sheki,0
4940,676164638154,2025-05-04 04:36:35,3680.0,Walmart,pos,Sheki,0
4941,4943048603838,2025-02-17 21:29:21,1400.02,Starbucks,pos,Baku,0
4942,6558367626747931,2025-05-08 16:13:57,3780.56,Amazon,online,Sumqayit,1
4943,349577575201824,2025-03-09 12:23:14,4755.62,Walmart,online,Sheki,1
4944,4564917988818782,2025-04-02 12:31:42,2683.41,Amazon,online,Shirvan,0
4945,2254333100687866,2025-04-02 18:07:55,2916.08,Walmart,pos,Baku,0
4946,4152947969666932,2025-06-07 01:18:30,2736.69,Uber,atm,Baku,0
4947,3532916047099427,2025-06-06 08:06:56,2288.09,Amazon,atm,Baku,0
4948,3525918598481102,2025-01-11 23:57:54,3692.15,McDonalds,pos,Ganja,0
4949,213117477358423,2025-05-07 05:23:41,2511.89,McDonalds,atm,Baku,1
4950,30239262300146,2025-04-05 12:20:50,2243.21,AliExpress,online,Baku,0
4951,5503462241480436,2025-03-15 19:19:02,3509.05,AliExpress,atm,Sumqayit,0
4952,2711170102653331,2025-04-26 05:39:22,4379.88,Uber,atm,Shirvan,0
4953,30062511045050,2025-05-27 15:05:59,3860.94,Starbucks,pos,Baku,0
4954,6561968420884567,2025-05-18 15:23:32,3127.26,AliExpress,atm,Baku,0
4955,3539276880238977,2025-03-09 13:16:45,973.3,Amazon,atm,Shirvan,0
4956,6549137756969965,2025-01-21 23:35:28,112.99,Uber,pos,Shirvan,0
4957,3579378798848391,2025-03-12 22:10:02,3915.88,Amazon,pos,Baku,0
4958,2447184342838546,2025-02-01 18:52:29,4422.1,AliExpress,atm,Sumqayit,0
4959,6011194568555333,2025-03-19 08:54:23,2045.52,Amazon,atm,Sheki,0
4960,3518958503325076,2025-05-03 07:51:00,1391.56,Uber,pos,Shirvan,0
4961,6570573962349885,2025-03-19 10:43:45,3690.61,Starbucks,pos,Shirvan,0
4962,340186266152939,2025-05-14 05:34:38,3650.47,McDonalds,pos,Sumqayit,0
4963,30383720714389,2025-05-17 08:17:16,4153.54,Walmart,online,Sumqayit,0
4964,3521702039200204,2025-02-04 14:29:09,4489.96,McDonalds,online,Sheki,1
4965,180045879439906,2025-01-11 12:37:56,4159.73,Starbucks,atm,Baku,0
4966,676230943992,2025-02-26 06:39:20,2922.4,McDonalds,atm,Baku,0
4967,4239359461133857,2025-01-03 14:05:55,1580.82,Amazon,pos,Sumqayit,0
4968,4066791535613381,2025-01-21 19:52:58,3255.05,McDonalds,atm,Ganja,0
4969,3533609411592007,2025-02-20 18:55:01,2500.54,Uber,pos,Sheki,0
4970,38963137917220,2025-02-28 13:25:16,974.37,Amazon,pos,Shirvan,0
4971,341380439828090,2025-02-06 03:54:22,1569.24,Walmart,atm,Sumqayit,0
4972,4588003740669,2025-01-14 11:53:25,887.28,McDonalds,pos,Sumqayit,0
4973,4455018488788484,2025-05-30 04:57:34,4005.61,Amazon,atm,Sumqayit,0
4974,36823073607569,2025-04-04 18:05:30,325.78,AliExpress,atm,Sumqayit,0
4975,4190615675293671,2025-03-16 17:56:39,4713.25,Amazon,online,Baku,0
4976,6011638234357607,2025-01-13 05:36:25,418.63,Starbucks,online,Sumqayit,0
4977,4517284546985484771,2025-04-05 10:51:37,2267.16,McDonalds,atm,Baku,0
4978,4714374489127389,2025-02-18 16:02:11,1861.94,AliExpress,atm,Baku,0
4979,4465166783733721460,2025-02-05 23:45:47,4574.62,McDonalds,atm,Sheki,0
4980,4034851512676089,2025-03-02 00:57:30,2995.48,AliExpress,pos,Sumqayit,0
4981,4008384486329,2025-04-02 01:15:53,4615.49,AliExpress,online,Ganja,1
4982,2223533870575013,2025-04-04 06:37:42,1825.45,Amazon,atm,Ganja,0
4983,213112731225583,2025-04-19 12:21:02,3995.24,Amazon,online,Baku,0
4984,3524381130492247,2025-05-20 02:12:10,629.61,McDonalds,online,Baku,0
4985,3512177447251746,2025-02-27 10:52:08,3078.38,Walmart,online,Shirvan,0
4986,4388627394129864,2025-03-29 14:16:39,2419.18,McDonalds,online,Shirvan,0
4987,6011895082551802,2025-02-17 07:26:10,4328.41,Starbucks,online,Ganja,0
4988,6561613343043046,2025-05-03 01:19:59,3574.43,McDonalds,online,Sheki,1
4989,213105339300188,2025-03-30 11:23:06,3609.59,Amazon,atm,Baku,0
4990,30132280201315,2025-01-26 09:19:06,1840.03,Uber,pos,Shirvan,0
4991,503876727903,2025-05-07 13:30:52,2116.99,Walmart,online,Sheki,0
4992,30199238499382,2025-02-20 02:35:09,3377.69,Amazon,pos,Baku,0
4993,6584842245983149,2025-06-06 00:32:50,1620.79,Uber,pos,Sheki,0
4994,4780784439554103,2025-05-05 20:25:05,1442.55,Walmart,atm,Sumqayit,0
4995,4296349615211980,2025-05-14 22:56:22,4216.81,Starbucks,online,Sheki,1
4996,3569572019835524,2025-03-29 06:03:32,2534.07,McDonalds,online,Baku,0
4997,3523192035410841,2025-06-08 14:41:10,4326.84,Starbucks,atm,Sumqayit,0
4998,4009211101082044,2025-03-06 19:12:09,2421.82,AliExpress,pos,Shirvan,0
4999,213190146373461,2025-01-27 19:06:47,642.18,AliExpress,pos,Shirvan,0
5000,3523846681045264,2025-01-11 23:46:34,1416.89,Walmart,atm,Shirvan,1
5001,4296498402464559258,2025-01-12 01:52:30,1863.45,McDonalds,pos,Ganja,0
5002,4505765680180429,2025-03-04 17:00:53,270.31,McDonalds,atm,Sumqayit,0
5003,2285654023185693,2025-03-25 03:14:10,1140.73,AliExpress,online,Baku,0
5004,2586602797848448,2025-03-26 22:38:41,1667.0,AliExpress,atm,Ganja,0
5005,3535543192086962,2025-04-24 21:54:31,1733.84,Uber,online,Sumqayit,0
5006,573466467863,2025-06-09 14:34:19,539.64,Starbucks,online,Shirvan,0
5007,3576846440761017,2025-05-21 12:37:47,3847.68,McDonalds,pos,Sumqayit,0
5008,4259727498683423913,2025-02-20 09:35:56,1746.76,AliExpress,online,Ganja,0
5009,4280547367361387977,2025-03-11 02:39:25,3024.2,AliExpress,pos,Shirvan,0
5010,4951541424859,2025-03-02 02:20:10,3736.58,AliExpress,online,Sheki,0
5011,4852641462497910361,2025-03-04 23:59:43,2105.31,AliExpress,pos,Ganja,0
5012,3587264041628204,2025-05-06 13:35:40,2587.22,Amazon,pos,Sumqayit,0
5013,213188777962156,2025-04-01 05:32:54,945.17,Amazon,online,Baku,0
5014,3580510484148945,2025-05-24 07:04:18,4807.25,Amazon,atm,Baku,0
5015,4748092396414092,2025-03-06 06:13:00,2726.99,Walmart,atm,Shirvan,0
5016,2720189006106112,2025-02-02 19:07:53,4783.96,AliExpress,online,Sheki,0
5017,38971543747057,2025-06-13 15:14:15,4470.19,Walmart,online,Baku,1
5018,3501618444021882,2025-03-18 07:46:54,2064.07,Uber,pos,Sheki,0
5019,060483310540,2025-01-09 22:01:05,809.57,Amazon,pos,Ganja,0
5020,4114021780627,2025-04-23 07:47:19,3699.48,AliExpress,pos,Shirvan,0
5021,4044200181245030523,2025-04-06 13:35:36,4523.68,Walmart,online,Baku,1
5022,6011584271383603,2025-03-09 23:31:24,4283.37,AliExpress,atm,Sheki,0
5023,4609558569087,2025-04-15 09:41:26,1523.91,Walmart,online,Shirvan,0
5024,4037897191552717101,2025-05-13 17:55:22,1424.67,Amazon,atm,Sheki,0
5025,180096676256977,2025-04-24 09:11:21,764.87,Amazon,online,Sheki,0
5026,347304882278029,2025-03-10 05:08:01,4288.75,Starbucks,pos,Sumqayit,0
5027,4431598320011,2025-04-30 04:41:51,3708.99,Uber,atm,Shirvan,0
5028,180006173872911,2025-05-26 13:30:51,3744.05,McDonalds,atm,Sumqayit,0
5029,4383386136481,2025-03-16 16:55:32,1697.1,Walmart,atm,Ganja,0
5030,3592304669116869,2025-03-21 13:40:30,67.07,McDonalds,pos,Ganja,0
5031,213167085577393,2025-01-02 07:08:56,98.4,AliExpress,pos,Shirvan,0
5032,4609284349762,2025-03-08 04:01:35,4067.56,Uber,pos,Sumqayit,0
5033,6575308174151422,2025-01-25 09:54:40,3667.29,Walmart,online,Baku,1
5034,2720429099515492,2025-01-01 05:56:21,1477.95,McDonalds,pos,Sumqayit,0
5035,3573560105900579,2025-02-18 16:43:21,3378.2,Starbucks,online,Sumqayit,0
5036,30024436691822,2025-04-22 00:46:54,1507.39,Amazon,atm,Baku,0
5037,4260964883447,2025-01-12 02:02:14,1511.22,Walmart,pos,Sumqayit,0
5038,375831545387735,2025-01-03 03:13:04,3775.78,Amazon,atm,Baku,0
5039,213131631504707,2025-02-08 10:43:07,2332.45,AliExpress,atm,Shirvan,0
5040,4254485954699475407,2025-04-17 17:23:33,1406.02,McDonalds,pos,Ganja,0
5041,4048520702817406827,2025-03-05 06:43:05,2568.3,McDonalds,atm,Ganja,0
5042,30351634062971,2025-02-10 06:50:39,2736.29,Amazon,pos,Ganja,0
5043,342159502311252,2025-02-12 19:17:54,1320.94,Walmart,pos,Sumqayit,0
5044,4020095461350686,2025-02-11 02:31:24,2572.31,Starbucks,atm,Ganja,0
5045,3598075123873162,2025-05-26 07:02:22,4927.44,McDonalds,online,Sumqayit,0
5046,4119731340075793935,2025-04-24 13:56:43,4016.22,Walmart,atm,Ganja,0
5047,4499864332291,2025-03-01 06:39:39,487.71,McDonalds,atm,Sumqayit,0
5048,502082182358,2025-03-24 03:56:42,2360.03,Amazon,online,Ganja,0
5049,180066127996604,2025-02-16 23:44:24,1278.83,Starbucks,pos,Sumqayit,0
5050,213171303415337,2025-03-03 18:21:37,2075.78,McDonalds,atm,Sumqayit,0
5051,213185816183638,2025-02-26 22:14:07,1678.41,Walmart,online,Shirvan,0
5052,30581864336931,2025-03-11 06:55:50,2137.12,Amazon,atm,Sheki,0
5053,2550236641459250,2025-02-10 11:03:24,4311.22,AliExpress,atm,Baku,0
5054,4492663620970493,2025-02-20 13:10:24,300.48,Starbucks,atm,Sumqayit,0
5055,4769336251553682,2025-05-06 04:24:00,4643.41,McDonalds,pos,Ganja,0
5056,675968361617,2025-02-24 04:48:59,3621.62,Starbucks,pos,Ganja,0
5057,4022266476985,2025-05-10 02:40:48,4580.27,Walmart,atm,Sumqayit,0
5058,340996101449856,2025-05-23 22:58:38,976.91,Starbucks,online,Ganja,0
5059,4147178301946,2025-05-02 00:00:10,3955.27,Walmart,online,Baku,1
5060,2278483048630098,2025-03-17 23:51:31,2671.12,Walmart,online,Sheki,0
5061,36444798778005,2025-04-16 13:54:11,3279.35,Amazon,pos,Baku,0
5062,3584735397282160,2025-03-25 12:49:41,1701.4,Starbucks,pos,Shirvan,0
5063,4771154863885715,2025-02-22 13:02:16,2280.78,Walmart,pos,Shirvan,0
5064,349033125709197,2025-04-19 04:43:45,2272.62,Starbucks,online,Shirvan,0
5065,6011891066083268,2025-02-08 11:36:41,3417.59,Starbucks,online,Ganja,0
5066,30306037794844,2025-04-27 10:53:40,512.85,Starbucks,online,Shirvan,0
5067,5326059967921349,2025-03-08 19:56:37,2659.93,AliExpress,atm,Shirvan,0
5068,6011296561591130,2025-02-13 06:57:31,4310.12,Amazon,pos,Sumqayit,0
5069,4193814431026510,2025-03-19 18:43:02,3681.88,AliExpress,atm,Shirvan,0
5070,3507110625562342,2025-05-30 19:49:28,1118.39,Uber,pos,Ganja,0
5071,4173244726126011,2025-05-07 16:02:20,720.89,Uber,pos,Baku,0
5072,4776940342711,2025-02-27 20:07:02,2692.55,AliExpress,atm,Ganja,0
5073,4040732432457135,2025-03-21 10:32:33,1386.03,AliExpress,atm,Ganja,0
5074,3581496792998024,2025-06-07 07:18:54,2134.7,McDonalds,online,Shirvan,0
5075,4651139311365,2025-05-15 12:54:55,4181.78,Starbucks,atm,Ganja,0
5076,4078570349706,2025-01-16 05:33:50,2268.28,AliExpress,online,Baku,0
5077,2252102756606880,2025-06-07 07:41:35,29.55,McDonalds,pos,Sumqayit,0
5078,213107979115520,2025-04-13 18:25:15,67.6,McDonalds,pos,Baku,0
5079,4733940140528616690,2025-05-07 04:53:10,4664.61,AliExpress,online,Baku,1
5080,30166034213226,2025-05-03 16:31:01,710.13,McDonalds,atm,Baku,0
